customer_id,age,gender,city,state,signup_date,order_id,purchase_date,purchase_number,days_since_last_purchase,session_id,device,traffic_source,search_keyword,pages_viewed,wishlist_items,cart_items,product_id,product_name,brand,category,subcategory,price,discount,quantity,product_rating,product_popularity,total_orders,total_spent,avg_order_value,favorite_brand,favorite_category,recency,frequency,monetary,campaign_name,campaign_sent,campaign_opened,campaign_clicked,coupon_used,interaction_score,next_product_name,best_campaign,customer_segment
C00006,33,Male,Lucknow,Uttar Pradesh,2025-12-17,O0000051,2026-04-04,7,18.0,S0000051,Mobile,Organic Search,Pepperfry,8,1,4,P00142,Pepperfry Kitchenware At,Pepperfry,Home,Kitchenware,21559.01,5.0,1,3.1,863,9,64010.73,7112.3,Nike,Fashion,19,9,64010.73,Republic Day Sale,1,1,0,0,0.759,Scholastic Self-Help Quod,Republic Day Sale,Champions
C00006,33,Male,Lucknow,Uttar Pradesh,2025-12-17,O0000053,2026-04-28,9,6.0,S0000053,Mobile,Referral,Scholastic,7,2,2,P00400,Scholastic Self-Help Quod,Scholastic,Books,Self-Help,896.09,0.0,2,3.4,216,9,64010.73,7112.3,Nike,Fashion,19,9,64010.73,No Campaign,0,0,0,0,0.882,Nike Women Clothing Velit,Republic Day Sale,Champions
C00006,33,Male,Lucknow,Uttar Pradesh,2025-12-17,O0000054,2026-05-09,10,11.0,S0000054,Mobile,Paid Ads,Nike,8,3,3,P00080,Nike Women Clothing Velit,Nike,Fashion,Women Clothing,2987.98,10.0,1,2.8,262,9,64010.73,7112.3,Nike,Fashion,19,9,64010.73,No Campaign,0,0,0,0,1.284,Allen Solly Women Clothing Maxime,Republic Day Sale,Champions
C00006,33,Male,Lucknow,Uttar Pradesh,2025-12-17,O0000055,2026-06-11,11,33.0,S0000055,Mobile,Direct,sequi,10,1,1,P00077,Allen Solly Women Clothing Maxime,Allen Solly,Fashion,Women Clothing,3473.55,30.0,1,3.6,141,9,64010.73,7112.3,Nike,Fashion,19,9,64010.73,No Campaign,0,0,0,0,0.795,Allen Solly Watche Ipsam,Republic Day Sale,Champions
C00007,26,Male,Hyderabad,Telangana,2023-10-06,O0000058,2024-05-26,3,74.0,S0000058,Mobile,Social Media,Tata,8,0,6,P00285,Tata Personal Care Quo,Tata,Grocery,Personal Care,963.69,10.0,1,2.7,103,6,6024.74,1004.12,Tata,Grocery,408,6,6024.74,Diwali Sale,1,1,1,0,0.705,ITC Snack Quam,Diwali Sale,At Risk
C00007,26,Male,Hyderabad,Telangana,2023-10-06,O0000059,2024-09-08,4,105.0,S0000059,Mobile,Paid Ads,ITC,8,3,6,P00240,ITC Snack Quam,ITC,Grocery,Snacks,325.86,20.0,1,3.6,276,6,6024.74,1004.12,Tata,Grocery,408,6,6024.74,New Year Offer,1,0,0,0,1.494,Amul Personal Care Consectetur,Diwali Sale,At Risk
C00007,26,Male,Hyderabad,Telangana,2023-10-06,O0000060,2024-09-24,5,16.0,S0000060,Desktop,Direct,Grocery,2,1,3,P00291,Amul Personal Care Consectetur,Amul,Grocery,Personal Care,413.71,0.0,1,3.2,369,6,6024.74,1004.12,Tata,Grocery,408,6,6024.74,Republic Day Sale,1,0,0,0,0.62,ITC Personal Care Consequuntur,Diwali Sale,At Risk
C00007,26,Male,Hyderabad,Telangana,2023-10-06,O0000062,2025-02-14,7,99.0,S0000062,Mobile,Social Media,aperiam,4,1,3,P00286,ITC Personal Care Consequuntur,ITC,Grocery,Personal Care,1118.61,10.0,1,3.3,129,6,6024.74,1004.12,Tata,Grocery,408,6,6024.74,Republic Day Sale,1,1,0,0,0.642,Tata Dairy Nisi,Diwali Sale,At Risk
C00007,26,Male,Hyderabad,Telangana,2023-10-06,O0000063,2025-04-30,8,75.0,S0000063,Desktop,Organic Search,Grocery,7,0,2,P00278,Tata Dairy Nisi,Tata,Grocery,Dairy,1045.41,0.0,2,4.6,289,6,6024.74,1004.12,Tata,Grocery,408,6,6024.74,No Campaign,0,0,0,0,0.477,HarperCollins Self-Help Cum,Diwali Sale,At Risk
C00007,26,Male,Hyderabad,Telangana,2023-10-06,O0000064,2025-05-18,9,18.0,S0000064,Mobile,Organic Search,Self-Help,8,3,4,P00398,HarperCollins Self-Help Cum,HarperCollins,Books,Self-Help,814.97,15.0,2,3.7,364,6,6024.74,1004.12,Tata,Grocery,408,6,6024.74,Diwali Sale,1,0,0,0,1.407,Patanjali Personal Care Numquam,Diwali Sale,At Risk
C00008,42,Male,Mumbai,Maharashtra,2024-09-23,O0000065,2025-01-14,1,0.0,S0000065,Desktop,Organic Search,Books,8,0,3,P00383,Bloomsbury Comic Nulla,Bloomsbury,Books,Comics,1474.51,0.0,1,4.1,326,2,2571.9,1285.95,Bloomsbury,Books,411,2,2571.9,Summer Bonanza,1,1,1,1,0.582,Tata Snack Quis,Summer Bonanza,Hibernating
C00008,42,Male,Mumbai,Maharashtra,2024-09-23,O0000066,2025-05-15,2,121.0,S0000066,Mobile,Organic Search,Tata,8,3,3,P00246,Tata Snack Quis,Tata,Grocery,Snacks,1097.39,0.0,1,2.5,658,2,2571.9,1285.95,Bloomsbury,Books,411,2,2571.9,No Campaign,0,0,0,0,1.162,Penguin Non-Fiction Consequuntur,Summer Bonanza,Hibernating
C00009,37,Male,Pune,Maharashtra,2024-04-19,O0000068,2025-06-10,1,0.0,S0000068,Mobile,Organic Search,Books,7,2,3,P00359,Penguin Non-Fiction Delectus,Penguin,Books,Non-Fiction,292.22,5.0,3,3.1,146,1,832.83,832.83,Penguin,Books,385,1,832.83,Summer Bonanza,1,0,0,0,1.043,HarperCollins Non-Fiction Tenetur,Summer Bonanza,Hibernating
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000069,2024-04-26,1,0.0,S0000069,Mobile,Paid Ads,Amul,7,2,6,P00257,Amul Beverage Unde,Amul,Grocery,Beverages,180.91,5.0,2,4.7,136,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,No Campaign,0,0,0,0,1.236,Patanjali Personal Care Totam,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000070,2024-06-03,2,38.0,S0000070,Tablet,Paid Ads,Personal Care,9,2,2,P00288,Patanjali Personal Care Totam,Patanjali,Grocery,Personal Care,835.01,0.0,3,4.6,325,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,Birthday Special,1,0,0,0,1.139,boAt Camera Fuga,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000071,2024-06-26,3,23.0,S0000071,Mobile,Organic Search,Electronics,4,0,1,P00048,boAt Camera Fuga,boAt,Electronics,Cameras,39958.09,10.0,1,2.9,286,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,Cart Abandon Reminder,1,1,0,0,0.31,Nestle Staple Expedita,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000072,2024-08-16,4,51.0,S0000072,Mobile,Email,Nestle,7,2,1,P00272,Nestle Staple Expedita,Nestle,Grocery,Staples,1008.7,20.0,1,3.1,43,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,No Campaign,0,0,0,0,0.82,Puma Outdoor Ut,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000073,2024-08-24,5,8.0,S0000073,Desktop,Social Media,rerum,5,3,2,P00310,Puma Outdoor Ut,Puma,Sports,Outdoor,14421.22,15.0,1,4.9,1052,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,New Year Offer,1,0,0,0,1.217,ITC Staple Labore,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000076,2024-10-23,8,34.0,S0000076,Tablet,Organic Search,debitis,4,0,3,P00270,ITC Staple Labore,ITC,Grocery,Staples,1085.1,0.0,2,3.3,438,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,Cart Abandon Reminder,1,1,0,0,0.303,ITC Staple Earum,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000077,2024-12-13,9,51.0,S0000077,Mobile,Paid Ads,ITC,4,1,2,P00273,ITC Staple Earum,ITC,Grocery,Staples,691.37,15.0,1,2.8,117,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,No Campaign,0,0,0,0,0.654,Patanjali Personal Care Numquam,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000079,2025-03-11,11,43.0,S0000079,Mobile,Organic Search,Grocery,9,0,5,P00284,Patanjali Personal Care Numquam,Patanjali,Grocery,Personal Care,177.65,20.0,4,2.7,620,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,Birthday Special,1,0,0,0,0.555,Tata Beverage Pariatur,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000080,2025-04-08,12,28.0,S0000080,Mobile,Organic Search,Tata,10,2,5,P00252,Tata Beverage Pariatur,Tata,Grocery,Beverages,559.89,0.0,1,4.0,242,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,Cart Abandon Reminder,1,0,0,0,1.124,ITC Beverage Nemo,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000081,2025-05-23,13,45.0,S0000081,Tablet,Paid Ads,facere,5,3,3,P00253,ITC Beverage Nemo,ITC,Grocery,Beverages,610.82,0.0,2,4.0,272,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,No Campaign,0,0,0,0,1.204,Patanjali Personal Care Totam,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000082,2025-08-11,14,80.0,S0000082,Desktop,Organic Search,facilis,5,0,8,P00288,Patanjali Personal Care Totam,Patanjali,Grocery,Personal Care,835.01,0.0,1,4.6,325,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,No Campaign,0,0,0,0,0.694,Patanjali Personal Care Totam,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000083,2025-09-05,15,25.0,S0000083,Mobile,Direct,modi,8,1,1,P00288,Patanjali Personal Care Totam,Patanjali,Grocery,Personal Care,835.01,5.0,1,4.6,325,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,No Campaign,0,0,0,1,0.639,ITC Snack Atque,Diwali Sale,Champions
C00010,47,Male,Lucknow,Uttar Pradesh,2023-07-03,O0000084,2025-09-20,16,15.0,S0000084,Tablet,Email,Grocery,12,4,1,P00236,ITC Snack Atque,ITC,Grocery,Snacks,1064.78,0.0,1,4.9,108,20,69001.8,3450.09,ITC,Grocery,37,20,69001.8,No Campaign,0,0,0,1,1.54,ITC Snack Eum,Diwali Sale,Champions
